NodeID,ParentID,Incident Number
Smoke Investigation (Outside).Bernal Heights,Smoke Investigation (Outside),
Medical Incident.Outer Mission,Medical Incident,
Traffic Collision.Excelsior,Traffic Collision,
Structure Fire.Haight Ashbury,Structure Fire,
Vehicle Fire.Bayview Hunters Point,Vehicle Fire,
HazMat.Mission Bay,HazMat,
Gas Leak (Natural and LP Gases).Chinatown,Gas Leak (Natural and LP Gases),
Vehicle Fire.Hayes Valley,Vehicle Fire,
Medical Incident.Oceanview-Merced-Ingleside,Medical Incident,
Fuel Spill.Financial District-South Beach,Fuel Spill,
Medical Incident.Russian Hill,Medical Incident,
Elevator - Escalator Rescue.Presidio Heights,Elevator - Escalator Rescue,
Medical Incident.Lakeshore,Medical Incident,
Water Rescue.Outer Richmond,Water Rescue,
Traffic Collision.Inner Sunset,Traffic Collision,
Medical Incident.Chinatown,Medical Incident,
Smoke Investigation (Outside).Golden Gate Park,Smoke Investigation (Outside),
Other.Sunset-Parkside,Other,
Medical Incident.Treasure Island,Medical Incident,
Other.Presidio Heights,Other,
Explosion.Outer Mission,Explosion,
Water Rescue.North Beach,Water Rescue,
Medical Incident.Bayview Hunters Point,Medical Incident,
Outside Fire.Inner Richmond,Outside Fire,
Citizen Assist - Service Call.Inner Richmond,Citizen Assist - Service Call,
Elevator - Escalator Rescue.Tenderloin,Elevator - Escalator Rescue,
Alarms.Presidio Heights,Alarms,
Elevator - Escalator Rescue.Sunset-Parkside,Elevator - Escalator Rescue,
Electrical Hazard.Hayes Valley,Electrical Hazard,
Traffic Collision.Chinatown,Traffic Collision,
Medical Incident.Castro-Upper Market,Medical Incident,
Electrical Hazard.McLaren Park,Electrical Hazard,
Medical Incident.Noe Valley,Medical Incident,
Electrical Hazard.Seacliff,Electrical Hazard,
Outside Fire.Lakeshore,Outside Fire,
Medical Incident.Outer Richmond,Medical Incident,
Odor (Strange - Unknown).Hayes Valley,Odor (Strange - Unknown),
Medical Incident.Financial District-South Beach,Medical Incident,
Gas Leak (Natural and LP Gases).Outer Mission,Gas Leak (Natural and LP Gases),
Water Rescue.Lakeshore,Water Rescue,
Traffic Collision.Haight Ashbury,Traffic Collision,
Other.Twin Peaks,Other,
Traffic Collision.Potrero Hill,Traffic Collision,
Traffic Collision.Mission Bay,Traffic Collision,
Medical Incident.Bernal Heights,Medical Incident,
Electrical Hazard.Pacific Heights,Electrical Hazard,
Elevator - Escalator Rescue.Nob Hill,Elevator - Escalator Rescue,
Other.South of Market,Other,
HazMat.Western Addition,HazMat,
Odor (Strange - Unknown).Pacific Heights,Odor (Strange - Unknown),
Alarms.Marina,Alarms,
Outside Fire.Noe Valley,Outside Fire,
Administrative.Mission Bay,Administrative,
Alarms.Twin Peaks,Alarms,
Vehicle Fire.North Beach,Vehicle Fire,
Elevator - Escalator Rescue.Chinatown,Elevator - Escalator Rescue,
Other.Marina,Other,
Structure Fire.Japantown,Structure Fire,
High Angle Rescue.Seacliff,High Angle Rescue,
Citizen Assist - Service Call.Outer Richmond,Citizen Assist - Service Call,
Gas Leak (Natural and LP Gases).Lone Mountain-USF,Gas Leak (Natural and LP Gases),
Traffic Collision.Tenderloin,Traffic Collision,
Medical Incident.Golden Gate Park,Medical Incident,
Outside Fire.Treasure Island,Outside Fire,
Water Rescue.Russian Hill,Water Rescue,
Structure Fire.Outer Mission,Structure Fire,
Fuel Spill.South of Market,Fuel Spill,
Gas Leak (Natural and LP Gases).South of Market,Gas Leak (Natural and LP Gases),
Other.Inner Sunset,Other,
Medical Incident.Inner Richmond,Medical Incident,
Structure Fire.Mission,Structure Fire,
Structure Fire.None,Structure Fire,
Gas Leak (Natural and LP Gases).Russian Hill,Gas Leak (Natural and LP Gases),
Other.Pacific Heights,Other,
Alarms.Lincoln Park,Alarms,
Citizen Assist - Service Call.Hayes Valley,Citizen Assist - Service Call,
Outside Fire.Bayview Hunters Point,Outside Fire,
Traffic Collision.Sunset-Parkside,Traffic Collision,
HazMat.Financial District-South Beach,HazMat,
Other.Financial District-South Beach,Other,
Traffic Collision.Western Addition,Traffic Collision,
Traffic Collision.Russian Hill,Traffic Collision,
Other.Noe Valley,Other,
Citizen Assist - Service Call.Western Addition,Citizen Assist - Service Call,
Structure Fire.Pacific Heights,Structure Fire,
HazMat.Mission,HazMat,
Other.None,Other,
Citizen Assist - Service Call.Inner Sunset,Citizen Assist - Service Call,
Structure Fire.Lakeshore,Structure Fire,
Vehicle Fire.Tenderloin,Vehicle Fire,
Other.Treasure Island,Other,
Electrical Hazard.None,Electrical Hazard,
Traffic Collision.North Beach,Traffic Collision,
Medical Incident.Presidio Heights,Medical Incident,
Other.Tenderloin,Other,
Medical Incident.None,Medical Incident,
Alarms.Bayview Hunters Point,Alarms,
Medical Incident.Excelsior,Medical Incident,
Medical Incident.Seacliff,Medical Incident,
Outside Fire.Outer Richmond,Outside Fire,
Traffic Collision.Glen Park,Traffic Collision,
Other.Bayview Hunters Point,Other,
Citizen Assist - Service Call.Twin Peaks,Citizen Assist - Service Call,
Outside Fire.Castro-Upper Market,Outside Fire,
Other.Japantown,Other,
Medical Incident.McLaren Park,Medical Incident,
Citizen Assist - Service Call.Excelsior,Citizen Assist - Service Call,
Elevator - Escalator Rescue.Outer Richmond,Elevator - Escalator Rescue,
Traffic Collision.Outer Mission,Traffic Collision,
Medical Incident.North Beach,Medical Incident,
Vehicle Fire.Haight Ashbury,Vehicle Fire,
Gas Leak (Natural and LP Gases).Mission,Gas Leak (Natural and LP Gases),
Citizen Assist - Service Call.Chinatown,Citizen Assist - Service Call,
Citizen Assist - Service Call.Potrero Hill,Citizen Assist - Service Call,
Traffic Collision.Nob Hill,Traffic Collision,
Medical Incident.Lone Mountain-USF,Medical Incident,
Smoke Investigation (Outside).Lincoln Park,Smoke Investigation (Outside),
Medical Incident.Glen Park,Medical Incident,
Medical Incident.Pacific Heights,Medical Incident,
Medical Incident.Western Addition,Medical Incident,
Watercraft in Distress.North Beach,Watercraft in Distress,
Other.Bernal Heights,Other,
Traffic Collision.Lincoln Park,Traffic Collision,
Medical Incident.South of Market,Medical Incident,
Medical Incident.Twin Peaks,Medical Incident,
Other.Haight Ashbury,Other,
Gas Leak (Natural and LP Gases).Visitacion Valley,Gas Leak (Natural and LP Gases),
Medical Incident.Visitacion Valley,Medical Incident,
Structure Fire.McLaren Park,Structure Fire,
Medical Incident.Marina,Medical Incident,
Structure Fire.Hayes Valley,Structure Fire,
Traffic Collision.Lakeshore,Traffic Collision,
Structure Fire.Seacliff,Structure Fire,
Odor (Strange - Unknown).Haight Ashbury,Odor (Strange - Unknown),
Smoke Investigation (Outside).West of Twin Peaks,Smoke Investigation (Outside),
Gas Leak (Natural and LP Gases).Twin Peaks,Gas Leak (Natural and LP Gases),
Medical Incident.Haight Ashbury,Medical Incident,
Citizen Assist - Service Call.Tenderloin,Citizen Assist - Service Call,
Vehicle Fire.Inner Sunset,Vehicle Fire,
Traffic Collision.Mission,Traffic Collision,
Traffic Collision.Lone Mountain-USF,Traffic Collision,
Medical Incident.Nob Hill,Medical Incident,
Medical Incident.Presidio,Medical Incident,
Smoke Investigation (Outside).Portola,Smoke Investigation (Outside),
Alarms.Financial District-South Beach,Alarms,
Traffic Collision.Hayes Valley,Traffic Collision,
Traffic Collision.Financial District-South Beach,Traffic Collision,
Structure Fire.Tenderloin,Structure Fire,
Traffic Collision.Japantown,Traffic Collision,
Traffic Collision.Marina,Traffic Collision,
Traffic Collision.Portola,Traffic Collision,
Other.Glen Park,Other,
Traffic Collision.Castro-Upper Market,Traffic Collision,
Traffic Collision.West of Twin Peaks,Traffic Collision,
Assist Police.Tenderloin,Assist Police,
Other.Presidio,Other,
Other.North Beach,Other,
Traffic Collision.South of Market,Traffic Collision,
Outside Fire.Sunset-Parkside,Outside Fire,
Other.Hayes Valley,Other,
Explosion.Twin Peaks,Explosion,
Smoke Investigation (Outside).Mission,Smoke Investigation (Outside),
Structure Fire.Presidio,Structure Fire,
Elevator - Escalator Rescue.South of Market,Elevator - Escalator Rescue,
Traffic Collision.Bayview Hunters Point,Traffic Collision,
Traffic Collision.Outer Richmond,Traffic Collision,
Alarms.Western Addition,Alarms,
Citizen Assist - Service Call.South of Market,Citizen Assist - Service Call,
Citizen Assist - Service Call.Visitacion Valley,Citizen Assist - Service Call,
Other.Oceanview-Merced-Ingleside,Other,
Fuel Spill.Portola,Fuel Spill,
Citizen Assist - Service Call.West of Twin Peaks,Citizen Assist - Service Call,
Medical Incident.Japantown,Medical Incident,
Other.Russian Hill,Other,
Structure Fire.North Beach,Structure Fire,
Medical Incident.Tenderloin,Medical Incident,
Odor (Strange - Unknown).Tenderloin,Odor (Strange - Unknown),
Traffic Collision.Golden Gate Park,Traffic Collision,
Medical Incident.Sunset-Parkside,Medical Incident,
Traffic Collision.Treasure Island,Traffic Collision,
Elevator - Escalator Rescue.Bayview Hunters Point,Elevator - Escalator Rescue,
Fuel Spill.West of Twin Peaks,Fuel Spill,
Elevator - Escalator Rescue.Japantown,Elevator - Escalator Rescue,
Citizen Assist - Service Call.Portola,Citizen Assist - Service Call,
Electrical Hazard.Tenderloin,Electrical Hazard,
Structure Fire.South of Market,Structure Fire,
Elevator - Escalator Rescue.Hayes Valley,Elevator - Escalator Rescue,
Outside Fire.Nob Hill,Outside Fire,
Fuel Spill.Mission,Fuel Spill,
Structure Fire.Lone Mountain-USF,Structure Fire,
Medical Incident.Potrero Hill,Medical Incident,
Gas Leak (Natural and LP Gases).Potrero Hill,Gas Leak (Natural and LP Gases),
Traffic Collision.Oceanview-Merced-Ingleside,Traffic Collision,
Elevator - Escalator Rescue.Noe Valley,Elevator - Escalator Rescue,
Citizen Assist - Service Call.Lone Mountain-USF,Citizen Assist - Service Call,
Citizen Assist - Service Call.Mission,Citizen Assist - Service Call,
Traffic Collision.Bernal Heights,Traffic Collision,
Medical Incident.Mission Bay,Medical Incident,
Outside Fire.Excelsior,Outside Fire,
Medical Incident.Hayes Valley,Medical Incident,
Traffic Collision.Presidio Heights,Traffic Collision,
Alarms.Pacific Heights,Alarms,
Medical Incident.Inner Sunset,Medical Incident,
Traffic Collision.Inner Richmond,Traffic Collision,
Traffic Collision.Sunset-Parkside.Patient Declined Transport,Traffic Collision.Sunset-Parkside,83
Water Rescue.Russian Hill.Cancelled,Water Rescue.Russian Hill,14
Traffic Collision.South of Market.Unable to Locate,Traffic Collision.South of Market,62
Other.Inner Sunset.Cancelled,Other.Inner Sunset,2
Assist Police.Bayview Hunters Point.Fire,Assist Police.Bayview Hunters Point,1
Outside Fire.Japantown.No Merit,Outside Fire.Japantown,1
Other.Lakeshore.Code 2 Transport,Other.Lakeshore,3
Odor (Strange - Unknown).Lakeshore.Fire,Odor (Strange - Unknown).Lakeshore,1
Vehicle Fire.Excelsior.Code 2 Transport,Vehicle Fire.Excelsior,4
Traffic Collision.Mission Bay.Cancelled,Traffic Collision.Mission Bay,6
Vehicle Fire.Castro-Upper Market.No Merit,Vehicle Fire.Castro-Upper Market,6
Train - Rail Incident.Financial District-South Beach.Code 3 Transport,Train - Rail Incident.Financial District-South Beach,14
Other.Sunset-Parkside.SFPD,Other.Sunset-Parkside,1
Outside Fire.Hayes Valley.No Merit,Outside Fire.Hayes Valley,4
Traffic Collision.North Beach.Code 3 Transport,Traffic Collision.North Beach,7
Citizen Assist - Service Call.Bayview Hunters Point.Other,Citizen Assist - Service Call.Bayview Hunters Point,3
Medical Incident.Lakeshore.No Merit,Medical Incident.Lakeshore,109
Outside Fire.McLaren Park.Fire,Outside Fire.McLaren Park,41
Elevator - Escalator Rescue.Nob Hill.Cancelled,Elevator - Escalator Rescue.Nob Hill,3
Citizen Assist - Service Call.Lone Mountain-USF.Against Medical Advice,Citizen Assist - Service Call.Lone Mountain-USF,2
Vehicle Fire.Outer Richmond.No Merit,Vehicle Fire.Outer Richmond,2
Elevator - Escalator Rescue.Haight Ashbury.Fire,Elevator - Escalator Rescue.Haight Ashbury,1
Medical Incident.Financial District-South Beach.CHP,Medical Incident.Financial District-South Beach,10
Outside Fire.Seacliff.Fire,Outside Fire.Seacliff,18
Electrical Hazard.Lakeshore.Fire,Electrical Hazard.Lakeshore,1
Alarms.Twin Peaks.Fire,Alarms.Twin Peaks,350
Traffic Collision.Lone Mountain-USF.Unable to Locate,Traffic Collision.Lone Mountain-USF,5
Medical Incident.Nob Hill.Unable to Locate,Medical Incident.Nob Hill,144
Water Rescue.Seacliff.Patient Declined Transport,Water Rescue.Seacliff,7
Traffic Collision.Glen Park.Code 3 Transport,Traffic Collision.Glen Park,2
Traffic Collision.Twin Peaks.No Merit,Traffic Collision.Twin Peaks,4
Vehicle Fire.North Beach.Cancelled,Vehicle Fire.North Beach,3
Other.Marina.Fire,Other.Marina,66
Structure Fire.Bayview Hunters Point.Code 2 Transport,Structure Fire.Bayview Hunters Point,31
Gas Leak (Natural and LP Gases).Bernal Heights.No Merit,Gas Leak (Natural and LP Gases).Bernal Heights,5
Traffic Collision.Chinatown.Fire,Traffic Collision.Chinatown,10
Outside Fire.Pacific Heights.Fire,Outside Fire.Pacific Heights,34
Alarms.Chinatown.No Merit,Alarms.Chinatown,6
Structure Fire.Tenderloin.Against Medical Advice,Structure Fire.Tenderloin,12
Medical Incident.Noe Valley.Fire,Medical Incident.Noe Valley,38
Medical Incident.Castro-Upper Market.Duplicate,Medical Incident.Castro-Upper Market,1
Medical Incident.Hayes Valley.Cancelled,Medical Incident.Hayes Valley,170
Structure Fire.Marina.No Merit,Structure Fire.Marina,12
Other.Golden Gate Park.Code 3 Transport,Other.Golden Gate Park,9
Gas Leak (Natural and LP Gases).Pacific Heights.Patient Declined Transport,Gas Leak (Natural and LP Gases).Pacific Heights,4
Medical Incident.Outer Richmond.Duplicate,Medical Incident.Outer Richmond,1
Other.Nob Hill.Gone on Arrival,Other.Nob Hill,1
Electrical Hazard.Noe Valley.No Merit,Electrical Hazard.Noe Valley,1
Medical Incident.Presidio.Against Medical Advice,Medical Incident.Presidio,37
Traffic Collision.Mission.Against Medical Advice,Traffic Collision.Mission,82
HazMat.Visitacion Valley.Fire,HazMat.Visitacion Valley,3
Elevator - Escalator Rescue.Hayes Valley.Unable to Locate,Elevator - Escalator Rescue.Hayes Valley,1
Traffic Collision.Nob Hill.Patient Declined Transport,Traffic Collision.Nob Hill,69
Medical Incident.Lone Mountain-USF.Patient Declined Transport,Medical Incident.Lone Mountain-USF,193
Traffic Collision.Potrero Hill.Fire,Traffic Collision.Potrero Hill,2
Other.Visitacion Valley.Patient Declined Transport,Other.Visitacion Valley,1
Citizen Assist - Service Call.Mission Bay.Code 2 Transport,Citizen Assist - Service Call.Mission Bay,8
Citizen Assist - Service Call.Oceanview-Merced-Ingleside.No Merit,Citizen Assist - Service Call.Oceanview-Merced-Ingleside,7
Medical Incident.Western Addition.Code 3 Transport,Medical Incident.Western Addition,496
Medical Incident.Treasure Island.Fire,Medical Incident.Treasure Island,23
Medical Incident.South of Market.Patient Declined Transport,Medical Incident.South of Market,1718
Medical Incident.Sunset-Parkside.Unable to Locate,Medical Incident.Sunset-Parkside,66
Traffic Collision.West of Twin Peaks.Against Medical Advice,Traffic Collision.West of Twin Peaks,34
Other.Presidio Heights.Fire,Other.Presidio Heights,25
Fuel Spill.Inner Richmond.Patient Declined Transport,Fuel Spill.Inner Richmond,2
Odor (Strange - Unknown).Treasure Island.No Merit,Odor (Strange - Unknown).Treasure Island,6
Medical Incident.Japantown.Cancelled,Medical Incident.Japantown,43
Medical Incident.Bayview Hunters Point.Fire,Medical Incident.Bayview Hunters Point,106
Gas Leak (Natural and LP Gases).Western Addition.Code 2 Transport,Gas Leak (Natural and LP Gases).Western Addition,4
Traffic Collision.Visitacion Valley.SFPD,Traffic Collision.Visitacion Valley,4
Electrical Hazard.Bayview Hunters Point.No Merit,Electrical Hazard.Bayview Hunters Point,1
Elevator - Escalator Rescue.Tenderloin.Fire,Elevator - Escalator Rescue.Tenderloin,181
Other.Nob Hill.SFPD,Other.Nob Hill,4
Traffic Collision.Portola.Against Medical Advice,Traffic Collision.Portola,13
Other.Bayview Hunters Point.Unable to Locate,Other.Bayview Hunters Point,3
Medical Incident.Pacific Heights.Against Medical Advice,Medical Incident.Pacific Heights,72
Outside Fire.Castro-Upper Market.Cancelled,Outside Fire.Castro-Upper Market,1
Water Rescue.Bayview Hunters Point.Other,Water Rescue.Bayview Hunters Point,13
Water Rescue.Presidio.Patient Declined Transport,Water Rescue.Presidio,25
Alarms.Tenderloin.Other,Alarms.Tenderloin,18
Outside Fire.Glen Park.No Merit,Outside Fire.Glen Park,1
Outside Fire.South of Market.Other,Outside Fire.South of Market,1
Outside Fire.Outer Richmond.Cancelled,Outside Fire.Outer Richmond,2
Vehicle Fire.Noe Valley.Fire,Vehicle Fire.Noe Valley,9
Traffic Collision.Outer Mission.Code 2 Transport,Traffic Collision.Outer Mission,219
Citizen Assist - Service Call.Financial District-South Beach.No Merit,Citizen Assist - Service Call.Financial District-South Beach,2
Outside Fire.Presidio.Fire,Outside Fire.Presidio,19
Other.Mission.Medical Examiner,Other.Mission,4
Other.Tenderloin.Cancelled,Other.Tenderloin,31
Outside Fire.North Beach.No Merit,Outside Fire.North Beach,3
Traffic Collision.Hayes Valley.Code 3 Transport,Traffic Collision.Hayes Valley,8
Other.Sunset-Parkside.Fire,Other.Sunset-Parkside,106
Other.Inner Richmond.Code 2 Transport,Other.Inner Richmond,7
Medical Incident.Presidio Heights.Unable to Locate,Medical Incident.Presidio Heights,20
Confined Space - Structure Collapse.West of Twin Peaks.Fire,Confined Space - Structure Collapse.West of Twin Peaks,6
